status,index,name_ru,name_en,description_ru,facts_ru,description_en,facts_en,notes
imported,957,Гора Титано,Monte Titano,yes,1,yes,1,
imported,1068,Кратер Аль-Вахба,Al Wahbah Crater,yes,1,yes,1,
imported,1067,Эль-Асир (горная цепь),Asir Mountains,yes,1,yes,1,
imported,958,Фарасанские острова,Farasan Islands,yes,1,yes,1,
imported,2122,Дельта Салума,Saloum Delta,yes,1,yes,1,
imported,808,Атолл Альдабра,Aldabra Atoll,yes,1,yes,1,
imported,2131,Историческая деревня Влколинец,Vlkolínec,yes,1,yes,1,
imported,809,Восточная часть острова Реннелл,East Rennell,yes,1,yes,1,
imported,961,Лагуна Марово,Marovo Lagoon,yes,1,yes,1,
imported,2379,Дурбан,Durban,yes,2,yes,2,
imported,811,Астроблема Вредефорт,Vredefort Dome,yes,1,yes,1,
imported,1372,Корейский пролив,Korea Strait,yes,1,yes,1,
imported,2383,Сеул,Seoul,yes,1,yes,1,
imported,1077,Природный парк Кабо-де-Гата-Нихар,Cabo de Gata-Níjar Natural Park,yes,1,yes,1,
imported,968,Пустыня Байуда,Bayuda Desert,yes,1,yes,1,
imported,2200,Железоделательный завод Энгельсберг,Engelsberg Ironworks,yes,1,yes,1,
imported,2202,Скугсчюркогорден – «Лесное кладбише» в Стокгольме,Skogskyrkogården,yes,1,yes,1,
imported,971,Фанские горы,Fann Mountains,yes,1,yes,1,
imported,2371,Бангкок,Bangkok,yes,1,yes,1,
imported,1084,Национальный парк Фазао-Мальфакасса,Fazao-Malfakassa National Park,yes,1,yes,1,
imported,1110,Атафу,Atafu,yes,1,yes,1,
imported,2254,Афродизиас,Aphrodisias,yes,1,yes,1,
imported,2247,Эфес,Ephesus,yes,1,yes,1,
imported,2255,Гёбекли-Тепе,Göbekli Tepe,yes,1,yes,1,
imported,2257,Гордион,Gordion,yes,1,yes,1,
imported,2367,Собор Святой Софии,Hagia Sophia,yes,1,yes,1,
imported,975,Каньон Янгыкала,Yangykala Canyon,yes,1,yes,1,
imported,978,Олешковские пески,Oleshky Sands,yes,1,yes,1,
imported,979,Джебель-Джаис,Jebel Jais,yes,1,yes,1,
imported,1090,Дикая территория Маунт-Бейкер,Mount Baker Wilderness,yes,1,yes,1,
imported,983,Кабо-Полонио,Cabo Polonio,yes,1,yes,1,
imported,2315,"Ичан-Кала (Внутренняя крепость), город Хива",Itchan Kala,yes,1,yes,1,
imported,984,Горы Нуратау,Nuratau Mountains,yes,1,yes,1,
imported,985,Ватиканские сады,Vatican Gardens,yes,1,yes,1,
imported,180,Крэдл-Маунтин,Cradle Mountain,yes,1,yes,1,
imported,471,Розовое озеро Хатт-Лагун,Hutt Lagoon,yes,1,yes,1,
imported,40,Озеро Маккензи,Lake McKenzie (Queensland),yes,1,yes,1,
imported,102,Бухта Шарк-Бей,Shark Bay,yes,1,yes,1,
imported,310,Симпсон,Simpson Desert,yes,1,yes,1,
imported,314,Танами,Tanami Desert,yes,1,yes,1,
imported,110,Скала Улуру,Uluru,yes,1,yes,1,
imported,473,Каменная волна,Wave Rock,yes,1,yes,1,
imported,25,Пляж Уайтхейвен,Whitehaven Beach,yes,1,yes,1,
imported,398,Айсрайзенвельт,Eisriesenwelt,yes,1,yes,1,
imported,516,Гросглоккнер,Grossglockner,yes,1,yes,1,
imported,80,Криммльский водопад,Krimml Waterfalls,yes,1,yes,1,
imported,240,Шервудский лес,Sherwood Forest,yes,1,yes,1,
imported,137,Массив Винсон,Vinson Massif,yes,1,yes,1,
imported,116,Аконкагуа,Aconcagua,yes,1,yes,1,
imported,325,Патагонская пустыня,Patagonian Desert,yes,1,yes,1,
imported,308,Салар-де-Арисаро,Salar de Arizaro,yes,1,yes,1,
imported,592,Гора Серро-Торре,Cerro Torre,yes,1,yes,1,
imported,129,Серро-Фицрой,Fitz Roy,yes,1,yes,1,
imported,555,Белоградчикские скалы,Belogradchik Rocks,yes,1,yes,1,
imported,56,Лагуна Колорада,Laguna Colorada,yes,1,yes,1,
imported,221,Дельта Окаванго,Okavango Delta,yes,1,yes,1,
imported,309,Калахари,Kalahari Desert,yes,1,yes,1,
imported,228,Атлантический лес Пау-Бразил,Atlantic Forest,yes,1,yes,1,
imported,508,Дердл-Дор,Durdle Door,yes,1,yes,1,
imported,107,Гора Фансипан,Fansipan,yes,1,yes,1,
imported,362,Пакайя,Pacaya,yes,1,yes,1,
imported,603,Семук-Чампей,Semuc Champey,yes,1,yes,1,
imported,189,Орлиная скала Бастай,Bastei,yes,1,yes,1,
imported,206,Шварцвальд,Black Forest,yes,1,yes,1,
imported,550,Озеро Айбзе,Eibsee,yes,1,yes,1,
imported,549,Озеро Кёнигсзе,Königssee,yes,1,yes,1,
imported,548,Ущелье Партнахкламм,Partnach Gorge,yes,1,yes,1,
imported,403,Илулиссат-Исфьорд,Ilulissat Icefjord,yes,1,yes,1,
imported,297,Метеоры,Meteora,yes,1,yes,1,
imported,21,Пляж Навагио (Закинф),Navagio,yes,1,yes,1,
imported,31,Остров Парос,Paros,yes,1,yes,1,
imported,316,Викос-каньон,Vikos Gorge,yes,1,yes,1,
imported,315,Самария (ущелье),Samaria Gorge,yes,1,yes,1,
imported,151,Большой Кавказ,Greater Caucasus,yes,1,yes,1,
imported,271,Лес Конго-Базин,Congolian rainforests,yes,1,yes,1,
imported,330,Сахаро-Аравийский Махтеш-Рамон,Makhtesh Ramon,yes,1,yes,1,
imported,304,Масада,Masada,yes,1,yes,1,
imported,17,Мёртвое море,Dead Sea,yes,1,yes,1,
imported,419,Пещеры Эллоры,Ellora Caves,yes,1,yes,1,
imported,163,Нанда-Деви,Nanda Devi,yes,1,yes,1,
imported,526,Озеро Пангонг,Pangong Tso,yes,1,yes,1,
imported,229,Сундарбан,Sundarbans,yes,1,yes,1,
imported,290,Пустыня Тар,Thar Desert,yes,1,yes,1,
imported,356,Иджен (синий огонь),Ijen,yes,1,yes,1,
imported,574,Озеро Кавах Путих,Kawah Putih,yes,1,yes,1,
imported,336,Кракатау,Krakatoa,yes,1,yes,1,
imported,368,Семеру,Semeru,yes,1,yes,1,
imported,255,Танджунг-Путинг,Tanjung Puting,yes,1,yes,1,
imported,430,Водопад Тумпак-Севу,Tumpak Sewu,yes,1,yes,1,
imported,280,Вади-Рам (Лунная долина),Wadi Rum,yes,1,yes,1,
imported,561,Бадаб-е Сурт,Badab-e Surt,yes,1,yes,1,
imported,666,Остров Скеллиг-Майкл,Skellig Michael,yes,1,yes,1,
imported,665,Утёсы Слив-Лиг,Slieve League,yes,1,yes,1,
imported,669,Водопад Альдейярфосс,Aldeyjarfoss,yes,1,yes,1,
imported,530,Вулкан Аскья,Askja,yes,1,yes,1,
imported,41,Водопад Деттифосс,Dettifoss,yes,1,yes,1,
imported,640,Скала Дирхолаэй,Dyrhólaey,yes,1,yes,1,
imported,343,Эйяфьядлайёкюдль,Eyjafjallajökull,yes,1,yes,1,
imported,434,Каньон Фьядрарглюфюр,Fjaðrárgljúfur,yes,1,yes,1,
imported,357,Гейсир,Geysir,yes,1,yes,1,
imported,61,Водопад Гoдафосс,Goðafoss,yes,1,yes,1,
imported,97,Водопад Гюдльфосс,Gullfoss,yes,1,yes,1,
imported,380,Гекла,Hekla,yes,1,yes,1,
imported,668,Водопад Хенгифосс,Hengifoss,yes,1,yes,1,
imported,667,Водопад Хрёйнфоссар,Hraunfossar,yes,1,yes,1,
imported,426,Скала Хвитсеркюр,Hvítserkur,yes,1,yes,1,
imported,417,Ледник Бирюзовая лагуна (Йёкюльсаурлоун),Jökulsárlón,yes,1,yes,1,
imported,485,Гора Киркьюфетль,Kirkjufell,yes,1,yes,1,
imported,509,Ландманналаугар,Landmannalaugar,yes,1,yes,1,
imported,79,Сельяландсфосс,Seljalandsfoss,yes,1,yes,1,
imported,406,Скафтафедль (ледяные пещеры),Skaftafell,yes,1,yes,1,
imported,78,Водопад Скогафосс,Skógafoss,yes,1,yes,1,
imported,175,Снайфедльсйёкюдль,Snæfellsjökull,yes,1,yes,1,
imported,639,Водопад Свартифосс,Svartifoss,yes,1,yes,1,
imported,385,Ватнайёкюдль — ледяные пещеры,Vatnajökull,yes,1,yes,1,
imported,534,Барденас-Реалес,Bardenas Reales,yes,1,yes,1,
imported,535,Скала Роке-Нубло,Roque Nublo,yes,1,yes,1,
imported,69,Остров Лансароте,Lanzarote,yes,1,yes,1,
imported,18,Побережье Амальфи,Amalfi Coast,yes,1,yes,1,
imported,28,Остров Капри,Capri,yes,1,yes,1,
imported,246,Чинкве-Терре,Cinque Terre,yes,1,yes,1,
imported,112,Доломитовые Альпы,Dolomites,yes,1,yes,1,
imported,541,Грот Поэзии,Grotta della Poesia,yes,1,yes,1,
imported,355,Стромболи,Stromboli,yes,1,yes,1,
imported,88,Лагуна Венеции,Venetian Lagoon,yes,1,yes,1,
imported,103,Остров Сокотра — бухта Шуаб,Socotra,yes,1,yes,1,
imported,302,Чарынский каньон,Charyn Canyon,yes,1,yes,1,
imported,495,Ледник Атабаска,Athabasca Glacier,yes,1,yes,1,
imported,498,Скалы Хоупвелл,Hopewell Rocks,yes,1,yes,1,
imported,496,Озера Джоффри,Joffre Lakes,yes,1,yes,1,
imported,497,Каньон Джонстон,Johnston Canyon,yes,1,yes,1,
imported,101,Реверсивные водопады,Reversing Falls,yes,1,yes,1,
imported,212,Масаи-Мара,Maasai Mara,yes,1,yes,1,
imported,120,Гора Хуаншань,Huangshan,yes,1,yes,1,
imported,45,Изумрудные озёра Цзючжайгоу,Jiuzhaigou,yes,1,yes,1,
imported,162,Шишапангма,Shishapangma,yes,1,yes,1,
imported,268,Лесопарк Чжанцзяцзе южная,Wulingyuan,yes,1,yes,1,
imported,152,Пик Виктория,Victoria Peak,yes,1,yes,1,
imported,303,Каньон Ярлунг-Цангпо,Yarlung Tsangpo Grand Canyon,yes,1,yes,1,
imported,59,Каньо-Кристалес,Caño Cristales,yes,1,yes,1,
imported,345,Ареналь,Arenal Volcano,yes,1,yes,1,
imported,378,Картаго / Поас,Poás Volcano,yes,1,yes,1,
imported,60,Озеро Иссык-Куль,Issyk-Kul,yes,1,yes,1,
imported,183,Хан-Тенгри,Khan Tengri,yes,1,yes,1,
imported,125,Тянь-Шань,Tian Shan,yes,1,yes,1,
imported,139,Пик Ленина,Lenin Peak,yes,1,yes,1,
imported,560,Джейта-Гротто,Jeita Grotto,yes,1,yes,1,
imported,637,Долина Кадиша,Kadisha Valley,yes,1,yes,1,
imported,390,Пещеры Бату,Batu Caves,yes,1,yes,1,
imported,236,Парк Кинабалу (Борнео),Kinabalu Park,yes,1,yes,1,
imported,95,Остров Сипадан,Sipadan,yes,1,yes,1,
imported,260,Лес Таман-Негара,Taman Negara,yes,1,yes,1,
imported,333,Дюны Эрг-Шебби,Erg Chebbi,yes,1,yes,1,
imported,150,Гора Тубкаль,Toubkal,yes,1,yes,1,
imported,332,Барранкас-дель-Кобре,Copper Canyon,yes,1,yes,1,
imported,483,Розовые озера Лас-Колорадас,Las Coloradas,yes,1,yes,1,
imported,2605,Вулкан Парикутин,Parícutin,yes,2,yes,2,
imported,350,Попокатепетль,Popocatépetl,yes,1,yes,1,
imported,331,Каньон Сумидеро,Sumidero Canyon,yes,1,yes,1,
imported,282,Гоби,Gobi Desert,yes,1,yes,1,
imported,295,Дедвлей,Deadvlei,yes,1,yes,1,
imported,277,Намиб,Namib,yes,1,yes,1,
imported,55,Берег Скелетов,Skeleton Coast,yes,1,yes,1,
imported,447,Соссусфлей,Sossusvlei,yes,1,yes,1,
imported,448,Шпицкоппе,Spitzkoppe,yes,1,yes,1,
imported,161,Дхаулагири,Dhaulagiri,yes,1,yes,1,
imported,577,Озёра Гокио,Gokyo Lakes,yes,1,yes,1,
imported,159,Манаслу,Manaslu,yes,1,yes,1,
imported,160,Чо-Ойю,Cho Oyu,yes,1,yes,1,
imported,141,Лхоцзе,Lhotse,yes,1,yes,1,
imported,476,Бухта Кафедрал-Ков,Cathedral Cove,yes,1,yes,1,
imported,583,Бассейн с шампанским,Champagne Pool,yes,1,yes,1,
imported,389,Ледник Фокс,Fox Glacier,yes,1,yes,1,
imported,475,Ущелье Хокитика,Hokitika Gorge,yes,1,yes,1,
imported,42,Озеро Мэтисон,Lake Matheson,yes,1,yes,1,
imported,6,Милфорд-Саунд,Milford Sound,yes,1,yes,1,
imported,488,Валуны Моераки,Moeraki Boulders,yes,1,yes,1,
imported,182,Маунт-Аспайринг,Mount Aspiring / Tititea,yes,1,yes,1,
imported,651,Блинные скалы Пунакайки,Pancake Rocks,yes,1,yes,1,
imported,35,Гейрангер-фьорд,Geirangerfjord,yes,1,yes,1,
imported,65,Хардангер-фьорд,Hardangerfjord,yes,1,yes,1,
imported,191,Утёсы Прейкестулен — Кьераг,Kjerag,yes,1,yes,1,
imported,442,Кьерагболтен,Kjeragbolten,yes,1,yes,1,
imported,67,Лофотенские острова,Lofoten,yes,1,yes,1,
imported,647,Озеро Ловатнет,Lovatnet,yes,1,yes,1,
imported,66,Люсе-фьорд,Lysefjord,yes,1,yes,1,
imported,36,Нерёй-фьорд,Nærøyfjord,yes,1,yes,1,
imported,124,Прекестулен,Preikestolen,yes,1,yes,1,
imported,64,Согне-фьорд,Sognefjord,yes,1,yes,1,
imported,649,Остров Соммарой,Sommarøy,yes,1,yes,1,
imported,127,Язык Тролля,Trolltunga,yes,1,yes,1,
imported,510,Водопад Вёрингсфоссен,Vøringsfossen,yes,1,yes,1,
imported,451,Впадина Бимма,Bimmah Sinkhole,yes,1,yes,1,
imported,158,Нанга-Парбат,Nanga Parbat,yes,1,yes,1,
imported,164,Гашербрум II,Gasherbrum II,yes,1,yes,1,
imported,658,Скалистые острова,Rock Islands,yes,1,yes,1,
imported,287,Каньон Колка,Colca Canyon,yes,1,yes,1,
imported,130,Уайна-Пикчу,Huayna Picchu,yes,1,yes,1,
imported,324,Сечура,Sechura Desert,yes,1,yes,1,
imported,425,Радужные горы,Vinicunca,yes,1,yes,1,
imported,230,Кривой лес,Crooked Forest,yes,1,yes,1,
imported,216,Беловежская пуща,Białowieża Forest,yes,1,yes,1,
imported,440,Понта-да-Пьедаде,Ponta da Piedade,yes,1,yes,1,
imported,262,Парк Синтра,Sintra-Cascais Natural Park,yes,1,yes,1,
imported,372,Авачинский,Avachinsky,yes,1,yes,1,
imported,138,Гора Белуха,Belukha Mountain,yes,1,yes,1,
imported,233,Камчатские леса,Kamchatka Peninsula,yes,1,yes,1,
imported,354,Ключевская Сопка,Klyuchevskaya Sopka,yes,1,yes,1,
imported,155,Ленские столбы,Lena Pillars,yes,1,yes,1,
imported,359,Мутновский,Mutnovsky,yes,1,yes,1,
imported,361,Шивелуч,Shiveluch,yes,1,yes,1,
imported,247,Сихотэ-Алинь,Sikhote-Alin,yes,1,yes,1,
imported,219,Сибирская тайга — Енисейская,Taiga,yes,1,yes,1,
imported,373,Толбачик,Tolbachik,yes,1,yes,1,
imported,83,Каспийское море,Caspian Sea,yes,1,yes,1,
imported,267,Куршская коса,Curonian Spit,yes,1,yes,1,
imported,149,Алтайские горы,Altai Mountains,yes,1,yes,1,
imported,275,Сахара,Sahara,yes,1,yes,1,
imported,157,Дорога гигантов,Giant's Causeway,yes,1,yes,1,
imported,27,Сейшелы — Ла-Диг,La Digue,yes,1,yes,1,
imported,553,Ущелье Винтгар,Vintgar Gorge,yes,1,yes,1,
imported,278,Каньон Антилопы,Antelope Canyon,yes,1,yes,1,
imported,610,Ледяные пещеры островов Апосл,Apostle Islands Ice Caves,yes,1,yes,1,
imported,589,Впадина Бэдуотер,Badwater Basin,yes,1,yes,1,
imported,281,Долина Смерти,Death Valley,yes,1,yes,1,
imported,493,Изящная арка,Delicate Arch,yes,1,yes,1,
imported,117,Денали (Мак-Кинли),Denali,yes,1,yes,1,
imported,131,Башня Дьявола,Devils Tower,yes,1,yes,1,
imported,360,Гейзер Флай,Fly Geyser,yes,1,yes,1,
imported,273,Гранд-Каньон,Grand Canyon,yes,1,yes,1,
imported,136,Хаф-Доум,Half Dome,yes,1,yes,1,
imported,410,Сонорские пещеры,Kartchner Caverns State Park,yes,1,yes,1,
imported,607,Лурейские пещеры,Luray Caverns,yes,1,yes,1,
imported,294,Мохаве,Mojave Desert,yes,1,yes,1,
imported,279,Долина Монументов,Monument Valley,yes,1,yes,1,
imported,319,Ройал-Гордж,Royal Gorge,yes,1,yes,1,
imported,494,Кальдера Йеллоустона,Yellowstone Caldera,yes,1,yes,1,
imported,491,Долина Йосемити,Yosemite Valley,yes,1,yes,1,
imported,394,Ледник Менденхолл,Mendenhall Glacier,yes,1,yes,1,
imported,340,Килауэа,Kīlauea,yes,1,yes,1,
imported,371,Мауна-Кеа,Mauna Kea,yes,1,yes,1,
imported,341,Мауна-Лоа,Mauna Loa,yes,1,yes,1,
imported,404,Ледник Хаббард,Hubbard Glacier,yes,1,yes,1,
imported,634,Озеро Искандеркуль,Iskanderkul,yes,1,yes,1,
imported,226,Парк Дои-Интханон,Doi Inthanon,yes,1,yes,1,
imported,86,Острова Симилан,Similan Islands,yes,1,yes,1,
imported,293,Каракумы,Karakum Desert,yes,1,yes,1,
imported,305,Каппадокия,Cappadocia,yes,1,yes,1,
imported,232,Долины Гёреме (Каппадокия),Göreme,yes,1,yes,1,
imported,342,Террасы Памуккале,Pamukkale,yes,1,yes,1,
imported,614,Горы Рувензори,Rwenzori Mountains,yes,1,yes,1,
imported,311,Кызылкум,Kyzylkum Desert,yes,1,yes,1,
imported,177,Сноудон,Snowdon,yes,1,yes,1,
imported,642,Скала Дрангарнир,Drangarnir,yes,1,yes,1,
imported,455,Шоколадные холмы,Chocolate Hills,yes,1,yes,1,
imported,348,Майон,Mayon,yes,1,yes,1,
imported,5,Архипелаг Палаван,Palawan,yes,1,yes,1,
imported,547,Камарг,Camargue,yes,1,yes,1,
imported,401,Гуфр-де-Падирак,Gouffre de Padirac,yes,1,yes,1,
imported,411,Пещера Ласко,Lascaux,yes,1,yes,1,
imported,239,Брокелианд,Paimpont forest,yes,1,yes,1,
imported,298,Каньон Вердон,Verdon Gorge,yes,1,yes,1,
imported,143,Дант-дю-Жеан,Dent du Géant,yes,1,yes,1,
imported,115,Монблан,Mont Blanc,yes,1,yes,1,
imported,19,Бора-Бора,Bora Bora,yes,1,yes,1,
imported,660,Гора Отеману,Mount Otemanu,yes,1,yes,1,
imported,257,Дурмитор,Durmitor,yes,1,yes,1,
imported,276,Атакама,Atacama Desert,yes,1,yes,1,
imported,358,Эль-Татио,El Tatio,yes,1,yes,1,
imported,501,Ледник Грей,Grey Glacier,yes,1,yes,1,
imported,543,Аарское ущелье,Aare Gorge,yes,1,yes,1,
imported,391,Алечский ледник,Aletsch Glacier,yes,1,yes,1,
imported,186,Пик Дюфур,Dufourspitze,yes,1,yes,1,
imported,142,Эйгер,Eiger,yes,1,yes,1,
imported,178,Юнгфрау,Jungfrau,yes,1,yes,1,
imported,542,Перевал Юнгфрауйох,Jungfraujoch,yes,1,yes,1,
imported,113,Маттерхорн,Matterhorn,yes,1,yes,1,
imported,176,Бен-Невис,Ben Nevis,yes,1,yes,1,
imported,37,Лох-Несс,Loch Ness,yes,1,yes,1,
imported,531,Мыс Нейст-Пойнт,Neist Point,yes,1,yes,1,
imported,154,Адамов пик,Adam's Peak,yes,1,yes,1,
imported,168,Чимборасо,Chimborazo,yes,1,yes,1,
imported,344,Котопахи,Cotopaxi,yes,1,yes,1,
imported,8,Галапагосские острова,Galápagos Islands,yes,1,yes,1,
imported,288,Впадина Данакиль,Danakil Depression,yes,1,yes,1,
imported,335,Эрта Але — поле,Erta Ale,yes,1,yes,1,
imported,615,Симиенские горы,Simien Mountains,yes,1,yes,1,
imported,409,Соф-Омар,Sof Omar Caves,yes,1,yes,1,
imported,307,Афарская котловина,Afar Triangle,yes,1,yes,1,
imported,412,Стеркфонтейн,Sterkfontein,yes,1,yes,1,
imported,106,Столовая гора,Table Mountain,yes,1,yes,1,
imported,146,Дракенсберг,Drakensberg,yes,1,yes,1,
imported,242,Аокигахара,Aokigahara,yes,1,yes,1,
imported,376,Сакурадзима,Sakurajima,yes,1,yes,1,
imported,241,Якусима,Yakushima,yes,1,yes,1,
imported,1102,Логара (национальный парк),Llogara National Park,yes,1,yes,1,
imported,992,Розовый пляж Барбуды,Barbuda Pink Sand Beach,yes,1,yes,1,
imported,1117,Бассов пролив,Bass Strait,yes,1,yes,1,
imported,1136,Карпентария,Gulf of Carpentaria,yes,1,yes,1,
imported,1423,Культурный ландшафт Муруджуга,Murujuga Cultural Landscape,yes,1,yes,1,
imported,1118,Торресов пролив,Torres Strait,yes,1,yes,1,
imported,1152,Бенгальский залив,Bay of Bengal,yes,1,yes,1,
imported,2343,Колокольни городов Бельгии и Франции,Belfries of Belgium and France,yes,1,yes,1,
imported,2571,Сент-Джордж,St George,yes,1,yes,1,
imported,871,Заповедник Центральная Калахари,Central Kalahari Game Reserve,yes,1,yes,1,
imported,2484,Диамантина,Diamantina,yes,1,yes,1,
imported,694,Парки Канадских Скалистых гор,Canadian Rocky Mountain Parks,yes,1,yes,1,
imported,2522,Луненберг,Lunenburg,yes,1,yes,1,
imported,2547,Квебек,Quebec,yes,1,yes,1,
imported,1209,Мпоко,Mpoko River,yes,1,yes,1,
imported,2524,Макао,Macao,yes,1,yes,1,
imported,2473,Картахена,Cartagena,yes,1,yes,1,
imported,1552,Кофейный культурный ландшафт Колумбии,Coffee Cultural Landscape of Colombia,yes,1,yes,1,
imported,2584,Тринидад,Trinidad,yes,1,yes,1,
imported,2480,Куэнка,Cuenca,yes,1,yes,1,
imported,1258,"Исабела (остров, Галапагос)",Isabela Island (Galápagos),yes,1,yes,1,
imported,1009,Ясуни,Yasuní National Park,yes,1,yes,1,
imported,2550,Раума,Rauma,yes,1,yes,1,
imported,738,Французские Южные территории и моря,French Austral Lands and Seas,yes,1,yes,1,
imported,2531,Нанси,Nancy,yes,1,yes,1,
imported,1643,"Дороги во Франции, ведущие в Сантьяго-де-Компостела",Routes of Santiago de Compostela in France,yes,1,yes,1,
imported,1279,Огове,Ogooué River,yes,1,yes,1,
imported,1665,Верхняя Сванетия,Upper Svaneti,yes,1,yes,1,
imported,2476,Хора острова Патмос,Chorá of Patmos,yes,1,yes,1,
imported,2551,Родос,Rhodes,yes,1,yes,1,
imported,1302,Куюни,Cuyuní River,yes,1,yes,1,
imported,1734,Ватикан – район Рима,Vatican City,yes,1,yes,1,
imported,1843,Резиденции королевского Савойского дома (Турин и окрестности),Residences of the Royal House of Savoy,yes,1,yes,1,
imported,1350,Тунисский пролив,Strait of Sicily,yes,1,yes,1,
imported,1149,Вулькано,Vulcano,yes,1,yes,1,
imported,2532,Нара,Nara,yes,1,yes,1,
imported,2586,Туркестан,Turkistan,yes,1,yes,1,
imported,2489,Джорджтаун,George Town,yes,1,yes,1,
imported,2525,Малакка,Melaka,yes,1,yes,1,
imported,2472,Кампече,Campeche,yes,1,yes,1,
imported,2519,Лалитпур (Патан),Lalitpur (Patan),yes,1,yes,1,
imported,1052,Ометепе,Ometepe Island,yes,1,yes,1,
imported,2553,Рёрус,Roros,yes,1,yes,1,
imported,2542,Панама,Panama,yes,1,yes,1,
imported,2039,Исторический центр Варшавы,Historic Centre of Warsaw,yes,1,yes,1,
imported,2504,Хвасун,Hwasun County,yes,1,yes,1,
imported,1066,Савайи,Savai'i Lava Fields,yes,1,yes,1,
imported,2554,Сен-Луи,Saint-Louis,yes,1,yes,1,
imported,2455,Баэса,Baeza,yes,1,yes,1,
imported,2470,Касерес,Cáceres,yes,1,yes,1,
imported,2478,Кордова,Cordoba,yes,1,yes,1,
imported,2505,Ивиса,Ibiza,yes,1,yes,1,
imported,2526,Мерида,Mérida,yes,1,yes,1,
imported,2161,Дороги в Сантьяго-де-Компостела: Camino francés и дороги на севере Испании,Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,yes,1,yes,1,
imported,2581,Толедо,Toledo,yes,1,yes,1,
imported,967,Национальный парк Диндер,Dinder National Park,yes,1,yes,1,
imported,2479,Коро,Coro,yes,1,yes,1,
imported,1091,Побережье Эль-Махры,Al Mahrah Coast,yes,1,yes,1,
imported,593,Национальный парк Лос-Гласьярес,Los Glaciares,yes,1,yes,1,
imported,621,Водопад Секумпул,Sekumpul Waterfall,yes,1,yes,1,
imported,524,Террасы Тегалаланг,Tegalalang Rice Terrace,yes,1,yes,1,
imported,452,Фьорды Мусандама,Musandam Fjords,yes,1,yes,1,
imported,76,Онежское озеро,Lake Onega,yes,1,yes,1,
